month,n_talks,cites_per_talk,bom_share,dc_share,pgp_share,nt_share,ot_share
4,2111,11.217906205589768,0.29897386090114436,0.2415016257759385,0.051011359317596386,0.3048857734048393,0.10362738060048139
10,2106,11.700379867046534,0.30696806136114607,0.24118339353110668,0.057952193498640475,0.289639219187533,0.1042571324215738
