book,share_when_in_curriculum,share_when_not,lift_pp,lift_ratio
bom,0.28769661092500176,0.28778369680327165,-0.0087085878269888,0.9996973912030555
dc,0.24904285601893555,0.2459777873177101,0.3065068701225443,1.0124607540162418
nt,0.2966424494379242,0.3039906171054408,-0.7348167667516559,0.9758276497561509
ot,0.11041234185607787,0.1074983923706823,0.291394948539557,1.027106912216394
