bom,dc,pgp,nt,ot,cluster,size
0.3520445204946011,0.32053358587548003,0.0686180217033229,0.16729971374214217,0.09150415818445382,0,15
0.13757026401979572,0.17667287621548908,0.06861887219832735,0.4491872488726653,0.16795073869372248,1,18
0.14024316061161557,0.34821932331332295,0.08257105372102638,0.31132478630906724,0.11764167604496785,2,15
0.3296401954266481,0.21447371693678013,0.0429143857551149,0.320857103708375,0.0921145981730819,3,25
